"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Document Type","Publication Stage","Open Access","Source","EID"
"Quevedo S.; Dominguez F.; Pelaez E.","Quevedo, Sebastian (57215834187); Dominguez, Federico (8338734700); Pelaez, Enrique (57350001200)","57215834187; 8338734700; 57350001200","Detecting Multi Thoracic Diseases in Chest X-Ray Images Using Deep Learning Techniques","2023","2023 IEEE 13th International Conference on Pattern Recognition Systems, ICPRS 2023","","","","","","","2","10.1109/ICPRS58416.2023.10179041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171246146&doi=10.1109%2fICPRS58416.2023.10179041&partnerID=40&md5=b0fa36d4fe30a9ae1eeefc36bdca1df7","This doctoral proposal introduces a novel method for detecting and diagnosing various thoracic diseases in chest images using advanced deep-learning approaches. The research aims to establish a powerful and effective technique for promptly recognizing multiple pathologies in chest radiographs, which holds significant implications for patient outcomes and healthcare resources. Additionally, the study investigates the potential benefits of data augmentation, transfer learning strategies, and multimodal data integration to enhance the proposed approach's performance and adaptability.  © 2023 IEEE.","","Deep learning; Diagnosis; Learning systems; Chest image; Chest radiographs; Chest X-ray image; Data augmentation; Healthcare resources; Learning approach; Learning techniques; Novel methods; Potential benefits; Transfer learning; Data integration","Secretaría de Educación Superior, Ciencia, Tecnología e Innovación, SENESCYT","ACKNOWLEDGMENT The first author has been supported by Ecuador government under a SENESCYT scholarship.","Conference paper","Final","","Scopus","2-s2.0-85171246146"
"Carolina R.V.J.; Herrera F.M.S.; Amoroso J.C.G.; Molina W.G.P.","Carolina, Ramirez Velásquez Joanna (57221219770); Herrera, Fabián Marcelo Salinas (59252149100); Amoroso, Julio Cesar Gárate (59251676400); Molina, Wilson Geovanny Pesantez (57222138016)","57221219770; 59252149100; 59251676400; 57222138016","The Role of the University Teacher: Perspective for the digital age and scientific research; [Rol del Docente Universitario: Perspectiva para la era digital y la investigación científica]","2024","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","2024","E70","","143","161","18","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200743544&partnerID=40&md5=497d7cddaa7b0ed1b9e16192357020fa","University teachers face challenges that have arisen with the advancement of technology which require competencies and skills for the use of technological tools within the educational process. The objective of this study was to analyze the role of teachers and their perspectives for the digital age and scientific research. For this purpose, a bibliographic review was used with the use of databases through a systematic review. © 2024, Associacao Iberica de Sistemas e Tecnologias de Informacao. All rights reserved.","higher education; scientific investigation; Teacher; technology","","","","Article","Final","","Scopus","2-s2.0-85200743544"
"Charco J.L.; Espín-Riofrio C.; Yanza-Montalvan A.; Cruz-Chóez A.; Quevedo-Sacoto A.","Charco, Jorge L. (57208394659); Espín-Riofrio, César (57876656300); Yanza-Montalvan, Angela (57487364200); Cruz-Chóez, Angélica (57219598233); Quevedo-Sacoto, Andrés (57215834187)","57208394659; 57876656300; 57487364200; 57219598233; 57215834187","Forecasting PM2.5 Concentrations in Ambient Air Using a Transformer Based Neural Network","2023","Communications in Computer and Information Science","1885 CCIS","","","145","159","14","0","10.1007/978-3-031-45438-7_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175961273&doi=10.1007%2f978-3-031-45438-7_10&partnerID=40&md5=ce9cc428d8cf1e916683960c39014189","This paper presents a comparative of the performance of Multi-Layer Perceptron, Long-Short Term Memory and Transformer models in predicting PM2.5 concentrations. As first step, a pre-processing is applied to dataset collected between 2019 and 2021, which was provided by Metropolitan Network of Atmospheric Monitoring of Quito. For this, a variance inflation factor is used to detect multicollinearity among the independent variables to reduce the input parameters considering their statistical significance. The proposed models were trained to predict PM2.5 concentrations up to 24 h in advance. The experimental results of the proposed models using time windows of 6, 12 and 24 h show that the transformer model obtains better performance, mainly, if the model is trained using a time windows of 24 h. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Attention modules; Long-Short Term Memory; Multi-Layer Perceptron; PM<sub>2.5</sub> concentrations; Transformer; Urban air pollution","Air pollution; Brain; Forecasting; Multilayer neural networks; Regression analysis; Ambient air; Attention module; Multilayers perceptrons; Performance; PM 2.5; PM2.5 concentration; Time windows; Transformer; Transformer modeling; Urban air pollution; Long short-term memory","","","Conference paper","Final","","Scopus","2-s2.0-85175961273"
"Machuca-Ordoñez R.-J.; Flores-Vázquez C.; Cobos-Torres J.-C.; Icaza Álvarez D.","Machuca-Ordoñez, Robert-Javier (57841450700); Flores-Vázquez, Carlos (58204845600); Cobos-Torres, Juan-Carlos (57196319620); Icaza Álvarez, Daniel (57193059185)","57841450700; 58204845600; 57196319620; 57193059185","Photovoltaic Generation Potential for Vehicles with Solar Panels","2023","Lecture Notes in Networks and Systems","512 LNNS","","","180","194","14","2","10.1007/978-3-031-11295-9_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135783967&doi=10.1007%2f978-3-031-11295-9_13&partnerID=40&md5=9c122a594c99086454e6df7d563ae0d9","Ecuador, due to its geographical location, has a high amount of direct energy from the sun. This makes it a country with high potential for the use of renewable and clean energies. Here is exposed as a case study the city of Cuenca that receives constant solar radiation and without significant variations throughout the year. This research consists of the development of a measurement system to obtain the average radiation, through the installation of photovoltaic solar panels on a mobile unit (vehicle) for the analysis of radiation in transport trajectories in the city of Cuenca - Ecuador. The system is capable of performing radiation profiling in a database. This will allow to record accurate information to design mobile solar installations taking into account the incidence of solar radiation on a photovoltaic panel installed on vehicles. This study allows to have a real conception of the opportunities of the implementation of photovoltaic panels on vehicles. Existing studies consider only fixed panels on buildings, but as evidenced in this study, having panels moving on the streets of the city, the situation is different from the above mentioned. Electric mobility is accompanied by new challenges for sustainable energy, this article proposes a new methodology to address photovoltaic systems in vehicles. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Electric mobility; Renewable energy; Solar panels movement; Solar radiation","","","","Conference paper","Final","","Scopus","2-s2.0-85135783967"
"Vimos N.; Araujo G.; Cabrera J.","Vimos, Nicole (58908292500); Araujo, Gabriela (57219804492); Cabrera, Javier (57201060533)","58908292500; 57219804492; 57201060533","Analysis of the Factors That Affect the Performance of Agroecological MSMEs in the City of Cuenca Through the Forgotten Effects Theory","2023","2023 IEEE International Conference on Industrial Engineering and Engineering Management, IEEM 2023","","","","1209","1213","4","0","10.1109/IEEM58616.2023.10407002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186110077&doi=10.1109%2fIEEM58616.2023.10407002&partnerID=40&md5=e6aa306a73a2e8fcc77fda3dc811e562","Cuenca's agroecological MSMEs are the primary income source for those living in the city's rural areas. The research aims to analyze the forgotten effects of the direct or indirect effects on the development of the agricultural sector. The applied methodology is the hypothetical-deductive, quantitative method combined with the Matlab software which will help to find the main incidents through the convolution. The main results indicate a lack of technical assistance and limited Internet access, considerably impairing the progress of these organizations, followed by policies to help the agricultural sector. Since it limits the production of agroecological food as well as the development of the capacities of agricultural producers, unforeseen events such as health emergencies directly affect farmers' primary source of income, which must be analyzed for correct decision-making. © 2023 IEEE.","Agroecology; Forgotten Effects Theory; Incidence; MSMEs; Variables","Agriculture; MATLAB; Agricultural sector; Agro ecologies; Forgotten effect theory; Incidence; Income sources; Indirect effects; MSME; Performance; Quantitative method; Variable; Decision making","","","Conference paper","Final","","Scopus","2-s2.0-85186110077"
"Salto A.; Villacorta A.R.; Siguencia O.M.; Icaza D.","Salto, Angel (57886058800); Villacorta, Alberto Rios (6507816707); Siguencia, Oscar Mauricio (57886536600); Icaza, Daniel (57193059185)","57886058800; 6507816707; 57886536600; 57193059185","Feasibility analysis for the implementation of floating solar panels in reservoirs of hydroelectric dams. Case study Mazar in Ecuador","2022","10th International Conference on Smart Grid, icSmartGrid 2022","","","","448","453","5","2","10.1109/icSmartGrid55722.2022.9848589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137845477&doi=10.1109%2ficSmartGrid55722.2022.9848589&partnerID=40&md5=b35542dc05bdb6338d9755bb637bb5d7","This article analyzes the feasibility for the implementation of floating solar panels in reservoirs. For this, the Mazar hydroelectric dam in Ecuador will be taken as a case study. It is intended to contribute to the growing demand of the country and the transition processes that Ecuador and the world are experiencing towards renewable energies that are more friendly to the environment. Ecuador has a large contribution of hydroelectricity in its energy matrix, which represents an opportunity to take advantage of reservoirs, which are areas that can be better used to implement floating solar panels, as is done in other countries of the world. It is of special interest to be able to increase the power generation capacity with floating solar energy and, on the other hand, reduce the levels of use of fossil fuels. This case study can be an important basis to replicate in other hydroelectric power plants in Ecuador and be a reference at the intemational level.  © 2022 IEEE.","floating solar panels; hydroelectric dams; Mazar in Ecuador; Renewable Energy; reservoirs","Dams; Hydroelectric power; Hydroelectric power plants; Solar concentrators; Solar energy; Solar panels; Case-studies; Ecuador; Feasibility analysis; Floating solar panel; Growing demand; Hydroelectric dams; Mazar in ecuador; Renewable energies; Solar panels; Transition process; Reservoirs (water)","","","Conference paper","Final","","Scopus","2-s2.0-85137845477"
"Romero C.V.F.; Calle M.A.; Cobos-Torres J.-C.","Romero, Christian Vinicio Fernández (57740807200); Calle, Marco Avila (57226057167); Cobos-Torres, Juan-Carlos (57196319620)","57740807200; 57226057167; 57196319620","Automation Framework for Analog Water Meters in the City of Cañar","2022","Lecture Notes in Networks and Systems","433","","","289","305","16","4","10.1007/978-3-030-97719-1_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131909843&doi=10.1007%2f978-3-030-97719-1_17&partnerID=40&md5=d5f05936968c73e16d7cb6c4eff8969f","The present investigation sought to reduce the errors caused by the current method of collecting water meter readings, using a computer system for the collection and processing of data collected from analog water meters in the city of Cañar. At present, in the world there are automatic or intelligent water consumption measurement systems, which are very expensive to implement. Also, there are still analog metering systems that are still installed in third world countries because of their cost, and they have not reached their useful life. The intention of reducing errors in analog systems is based on a meta-analytical study, which allows to relate the current reality of the data collection methodology with the effectiveness of automatic systems, in order to establish a hybrid solution that allows the use of analog meters but that reading errors are reduced by implementing technology. To achieve this, we proceeded to design a reading system using mobile devices and QR code tags that were placed on each analog meter in the city of Cañar. With the implementation of this pilot plan, the costs of migrating to a smart metering system have been reduced, which didn’t affect the users or the institution in charge of water distribution. There has been a positive response from users since errors caused by human intervention in the collection of information have been reduced by 99%. At the same time, the institution has better control of the personnel who carry out the reading, which ensures that the data obtained are real and reliable. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Residential water management; Smart metering; Water meter; Water utility","","Constitution of the Republic of Ecuador; Information Technology Department of the Municipality of Cañar; Sistemas Embebidos y Visión Artificial en Ciencias Arquitectónicas, Agropuecuarias, Ambientales y Automática","Funding text 1: The information provided for this research is for public use and is supported by the Constitution of the Republic of Ecuador and the Organic Law of Transparency and Access to Public Information (LOTAIP), and is found in the files of the potable water department, as well as in the financial department of the Municipality of the city of Cañar. The data provided by the Department of Potable Water and Sanitation of the City of Cañar provides monthly water consumption emissions for 100% of the registered users and beneficiaries, which in turn will serve as a sample for this research.; Funding text 2: This research is part of the work of research group “Sistemas Embebidos y Visión Artificial en Ciencias Arquitectónicas, Agropuecuarias, Ambientales y Automática (Seva4ca)” and the project “Secuestrador de Carbono Mediante Energías Renovables”. In addition, the first author thanks to Information Technology Department of the Municipality of Cañar (TI).","Conference paper","Final","","Scopus","2-s2.0-85131909843"
"Medina R.D.; Peralta J.; Gonzalez T.; Guzman A.; Conza C.; Sozoranga E.; Cabrera J.","Medina, Ricardo D. (57193070149); Peralta, Jorge (57973226100); Gonzalez, Telmo (57972946300); Guzman, Adriano (57973226200); Conza, Carlos (57973933600); Sozoranga, Edwin (57972946400); Cabrera, Javier (57201060533)","57193070149; 57973226100; 57972946300; 57973226200; 57973933600; 57972946400; 57201060533","Evaluation of power transformers Health Index using fuzzy logic and commonly used minimum variables; [Evaluación del Índice de Salud de transformadores de potencia mediante el uso de lógica difusa y variables mínimas de uso común]","2022","2022 IEEE Biennial Congress of Argentina, ARGENCON 2022","","","","","","","0","10.1109/ARGENCON55245.2022.9939896","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143644450&doi=10.1109%2fARGENCON55245.2022.9939896&partnerID=40&md5=eae6e494e00c216c70542fcae5379bc6","This paper proposes a fuzzy logic analysis model that allows assessing power transformers Health Index (HI), taking into account minimum variables that are commonly used in this kind of analysis. For each input variable, the membership degrees are defined according to expert criteria. It is started from a proposed model then a sensitivity analysis is carried out to verify how the system inputs omission affects Health Index. The results show that acidity and dissipation factor can be leaved out in a proposed system that considers six input variables, without affecting the calculated transformer health index, significantly.  © 2022 IEEE.","Fuzzy Logic; Health Index; Power Transformer","Computer circuits; Fuzzy logic; Sensitivity analysis; Dissipation factors; Fuzzy logic analysis; Fuzzy-Logic; Health indices; Input variables; Logic analysis models; Membership degrees; Power transformers","","","Conference paper","Final","","Scopus","2-s2.0-85143644450"
"Yamba-Yugsi M.; Contreras-Espinosa R.S.; Eguia-Gomez J.L.","Yamba-Yugsi, Marco (57203227256); Contreras-Espinosa, Ruth S. (49862856300); Eguia-Gomez, Jose Luis (49862968800)","57203227256; 49862856300; 49862968800","Exploring the emerging potential of the metaverse in education: Gamification, advantages, and limitations","2024","Navigating Virtual Worlds and the Metaverse for Enhanced E-Learning","","","","111","133","22","3","10.4018/9798369310342.ch005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189129008&doi=10.4018%2f9798369310342.ch005&partnerID=40&md5=59166c8428928c9ad01e2ad50cfbe449","This chapter explores the transformative integration of virtual worlds, particularly the Metaverse, into the field of education. It delves into the evolving pedagogical strategies that capitalize on immersive, interactive learning experiences, catering to the preferences of today's digitally native students. These virtual environments enable educators to craft dynamic, personalized curricula and empower students to become active participants in their educational journey. The chapter also highlights the importance of digital proficiency for both educators and students in navigating these virtual realms. While the benefits of the Metaverse in education are evident, challenges related to infrastructure, privacy, security, and ethics are addressed. In general, this chapter compressively provides an analysis of the evolving landscape of education within the Metaverse. © 2024, IGI Global. All rights reserved.","","","","","Book chapter","Final","","Scopus","2-s2.0-85189129008"
"Balderramo C.R.C.; Castro J.C.O.; Quishpe P.G.T.; Ayala M.A.S.","Balderramo, Christian Rolando Coronel (57347064400); Castro, Juan Carlos Ortega (57212023714); Quishpe, Priscila Gabriela Tenesaca (58188460500); Ayala, Marco Antonio Sánchez (58188460600)","57347064400; 57212023714; 58188460500; 58188460600","Machine learning as an effective digital marketing strategy; [Machine learning como estrategia de marketing digital eficaz]","2022","RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","2022","E51","","298","308","10","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152890947&partnerID=40&md5=ba28ec0892465a636863c46426b8cef7","This article focuses on studying the impact of effective keywords to apply them in digital advertising strategies, with the use of Google ADS tools, part of the behavior of users, through data capture, using an application that allows to extract information in real time of the requirements of the applicants of new entrants of the careers of the Academic Unit of Administration, In this way, the data can be used to apply machine learning algorithms and process the phrases to analyze feelings and extract the terms that will be used optimally as keywords to improve the performance of digital advertising strategies. © 2022, Associacao Iberica de Sistemas e Tecnologias de Informacao. All rights reserved.","advertising; Digital marketing; machine learning","","","","Article","Final","","Scopus","2-s2.0-85152890947"
"Pintado Farfan J.C.; Mejia J.C.; Paucar Camacho J.A.; Icaza D.","Pintado Farfan, Julio Cesar (57226072568); Mejia, Javier Cabrera (57885599800); Paucar Camacho, Jose Abelardo (57886755300); Icaza, Daniel (57193059185)","57226072568; 57885599800; 57886755300; 57193059185","Adaptation of sustainable and inclusive strategies for the regeneration of public space. Case Study Herlinda Toral National Technical School","2022","10th International Conference on Smart Grid, icSmartGrid 2022","","","","421","430","9","0","10.1109/icSmartGrid55722.2022.9848758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137788757&doi=10.1109%2ficSmartGrid55722.2022.9848758&partnerID=40&md5=2b400245b5796b2ca8aabc128d47214b","This research proposes the intervention in an educational center, as can be inferred in a space already built so that it can be regenerated, allowing to implement constructive proposals that improve the planning and urban regeneration, the same that considers formal and functional characteristics with a thorough study of the place, to determine several aspects that influence the area of the Herlinda Toral school, certain spaces are identified as urban voids due to the lack of utility in them, For this reason the problem is generated to consider the best intervention strategy and achieve results to improve the conditions of the place for residents and students, so that the resolution of strategies is implemented based on the references of projects that were carried out in countries such as Brazil and Colombia, finally with the adaptation of design features aligned to the requirements of the area, the revitalization of the case study is generated.  © 2022 IEEE.","Regeneration; Revitalization; Revitalization; Social Cohesion; Strategies; Urban Gap; Urban Void","Case-studies; Public space; Regeneration; Revitalization; Social cohesion; Strategy; Urban gap; Urban regeneration; Urban void","","","Conference paper","Final","","Scopus","2-s2.0-85137788757"
